2024-01-01 15:01:388 INFO  HomePage :106 - Getting Home Page URL : 
2024-01-01 15:01:360 INFO  HomePage :93 - CLicking on Cart header tab : [[[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 15:01:484 INFO  HomePage :146 - Scroll Down to Subscription
2024-01-01 15:01:237 INFO  HomePage :168 - Sending maitri20@gmail.com to subscription email field : [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //input[@id='susbscribe_email']]
2024-01-01 15:01:438 INFO  HomePage :173 - Clicking on subscription arrow button : [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //i[@class='fa fa-arrow-circle-o-right']]
2024-01-01 15:01:497 INFO  HomePage :177 - Getting subscription success message : [[ChromeDriver: chrome on windows (50fb9e85166d382d32ed614d8e4d3d9a)] -> xpath: //div[@class='alert-success alert']]
2024-01-01 15:01:396 INFO  HomePage :106 - Getting Home Page URL : 
2024-01-01 15:01:963 INFO  HomePage :115 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 15:01:312 INFO  HomePage :122 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 15:01:968 INFO  HomePage :130 - Clicking on view cart link after adding product to the cart : [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-01 15:01:51 INFO  ShoppingCartPage :53 - Getting welcome text from shopping cart page : [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //li[@class='active']]
2024-01-01 15:01:259 INFO  ShoppingCartPage :64 - Clicking on cross button to remove the product from cart : [[ChromeDriver: chrome on windows (948d841fd52a717223a60fdce91d32f4)] -> xpath: //i[@class='fa fa-times']]
2024-01-01 15:01:652 INFO  HomePage :106 - Getting Home Page URL : 
2024-01-01 15:01:11 INFO  HomePage :115 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (7d3e87c42f3f60b8e4bbbfdd92598a0c)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
